timestamp,heart_rate_bpm,steps,spo2_pct,rule_anomaly,dbscan,score,final
2026-01-01 04:20:00,57.86,0.0,97,0,0,0,0
2026-01-01 04:25:00,62.739999999999995,0.0,97,0,0,0,0
2026-01-01 04:30:00,58.98,0.0,97,0,0,0,0
2026-01-01 04:35:00,60.32000000000001,0.0,97,0,0,0,0
2026-01-01 04:40:00,62.2,0.0,97,0,0,0,0
2026-01-01 04:45:00,57.260000000000005,0.0,97,0,0,0,0
2026-01-01 04:50:00,58.3,0.0,97,0,0,0,0
2026-01-01 04:55:00,58.220000000000006,0.0,97,0,0,0,0
2026-01-01 05:00:00,58.9,0.0,97,0,0,0,0
2026-01-01 05:05:00,57.879999999999995,0.0,97,0,0,0,0
2026-01-01 05:10:00,58.54,0.0,97,0,0,0,0
2026-01-01 05:15:00,80.3,0.0,97,0,0,0,0
2026-01-01 05:20:00,75.52000000000001,0.0,97,0,0,0,0
2026-01-01 05:25:00,60.94,0.0,97,0,0,0,0
2026-01-01 05:30:00,60.17999999999999,0.0,97,0,0,0,0
2026-01-01 05:35:00,58.42,0.0,97,0,0,0,0
2026-01-01 05:40:00,60.220000000000006,0.0,97,0,0,0,0
2026-01-01 05:45:00,58.9,0.0,97,0,0,0,0
2026-01-01 05:50:00,58.56,0.0,97,0,0,0,0
2026-01-01 05:55:00,60.08,0.0,97,0,0,0,0
2026-01-01 06:00:00,79.86,98.0,97,0,1,1,1
2026-01-01 06:05:00,73.66,111.0,97,0,1,1,1
2026-01-01 06:10:00,83.14,102.0,97,0,1,1,1
2026-01-01 06:15:00,75.82000000000001,104.0,97,0,1,1,1
2026-01-01 06:20:00,67.24,84.0,97,0,1,1,1
2026-01-01 06:25:00,79.38,94.0,97,0,1,1,1
2026-01-01 06:30:00,76.25,81.5,97,0,1,1,1
2026-01-01 06:35:00,75.46000000000001,84.0,97,0,1,1,1
2026-01-01 06:40:00,70.84,100.0,97,0,1,1,1
2026-01-01 06:45:00,75.1,71.0,97,0,1,1,1
2026-01-01 06:50:00,74.46000000000001,104.5,97,0,1,1,1
2026-01-01 06:55:00,78.44000000000001,99.0,97,0,0,0,0
2026-01-01 07:00:00,82.06,97.0,97,0,0,0,0
2026-01-01 07:05:00,75.62,81.5,97,0,0,0,0
2026-01-01 07:10:00,72.94,103.5,97,0,0,0,0
2026-01-01 07:15:00,72.72,101.0,97,0,0,0,0
2026-01-01 07:20:00,71.9,97.0,97,0,0,0,0
2026-01-01 07:25:00,72.64000000000001,111.0,97,0,0,0,0
2026-01-01 07:30:00,74.8,92.5,97,0,0,0,0
2026-01-01 07:35:00,69.1,99.0,97,0,0,0,0
2026-01-01 07:40:00,77.24,108.0,97,0,0,0,0
2026-01-01 07:45:00,91.95,126.0,97,0,0,0,0
2026-01-01 07:50:00,75.53,107.0,97,0,0,0,0
2026-01-01 07:55:00,82.74,95.0,97,0,0,0,0
2026-01-01 08:00:00,69.92999999999999,96.0,97,0,0,0,0
2026-01-01 08:05:00,74.05999999999999,99.0,97,0,0,0,0
2026-01-01 08:10:00,78.52000000000001,88.0,97,0,0,0,0
2026-01-01 08:15:00,70.42,100.0,97,0,0,0,0
2026-01-01 08:20:00,77.16,101.0,97,0,0,0,0
2026-01-01 08:25:00,70.66,87.0,97,0,0,0,0
2026-01-01 08:30:00,72.6,95.5,97,0,0,0,0
2026-01-01 08:35:00,92.74,102.0,97,0,0,0,0
2026-01-01 08:40:00,75.53,120.0,97,0,0,0,0
2026-01-01 08:45:00,67.47999999999999,99.0,97,0,0,0,0
2026-01-01 08:50:00,70.28,95.5,97,0,0,0,0
2026-01-01 08:55:00,73.78,96.0,97,0,0,0,0
2026-01-01 09:00:00,73.72,124.0,97,0,0,0,0
2026-01-01 09:05:00,73.96000000000001,111.0,97,0,0,0,0
2026-01-01 09:10:00,77.7,107.0,97,0,0,0,0
2026-01-01 09:15:00,73.36,120.0,97,0,0,0,0
2026-01-01 09:20:00,79.92999999999999,110.0,97,0,0,0,0
2026-01-01 09:25:00,79.84,77.0,97,0,0,0,0
2026-01-01 09:30:00,79.17999999999999,111.0,97,0,0,0,0
2026-01-01 09:35:00,72.56,83.0,97,0,0,0,0
2026-01-01 09:40:00,81.56,83.0,97,0,0,0,0
2026-01-01 09:45:00,73.26,103.0,97,0,0,0,0
2026-01-01 09:50:00,77.32000000000001,99.0,97,0,0,0,0
2026-01-01 09:55:00,72.06,99.0,97,0,0,0,0
2026-01-01 10:00:00,78.96,113.0,97,0,0,0,0
2026-01-01 10:05:00,76.06,119.0,97,0,0,0,0
2026-01-01 10:10:00,78.52000000000001,116.0,97,0,0,0,0
2026-01-01 10:15:00,77.66,102.0,97,0,0,0,0
2026-01-01 10:20:00,82.34,99.0,97,0,0,0,0
2026-01-01 10:25:00,74.24,103.0,97,0,0,0,0
2026-01-01 10:30:00,72.14,118.0,97,0,0,0,0
2026-01-01 10:35:00,70.74,105.0,97,0,0,0,0
2026-01-01 10:40:00,73.92,97.0,97,0,0,0,0
2026-01-01 10:45:00,70.91999999999999,97.0,97,0,0,0,0
2026-01-01 10:50:00,82.10999999999999,76.5,97,0,0,0,0
2026-01-01 10:55:00,75.17,108.0,97,0,0,0,0
2026-01-01 11:00:00,71.4,94.0,97,0,0,0,0
2026-01-01 11:05:00,73.72999999999999,87.0,97,0,0,0,0
2026-01-01 11:10:00,70.28,111.5,97,0,0,0,0
2026-01-01 11:15:00,78.32000000000001,81.0,97,0,0,0,0
2026-01-01 11:20:00,72.34,97.5,97,0,0,0,0
2026-01-01 11:25:00,74.71000000000001,105.0,97,0,0,0,0
2026-01-01 11:30:00,76.47999999999999,95.0,97,0,0,0,0
2026-01-01 11:35:00,89.96000000000001,88.0,97,0,0,0,0
2026-01-01 11:40:00,81.92,91.0,97,0,0,0,0
2026-01-01 11:45:00,72.87,96.0,97,0,0,0,0
2026-01-01 11:50:00,73.77000000000001,93.0,97,0,0,0,0
2026-01-01 11:55:00,76.5,126.0,97,0,0,0,0
2026-01-01 12:00:00,73.97,89.0,97,0,0,0,0
2026-01-01 12:05:00,73.17999999999999,97.5,97,0,0,0,0
2026-01-01 12:10:00,73.34,112.0,97,0,0,0,0
2026-01-01 12:15:00,82.02000000000001,88.0,97,0,0,0,0
2026-01-01 12:20:00,69.88,73.0,97,0,0,0,0
2026-01-01 12:25:00,70.56,90.0,97,0,0,0,0
2026-01-01 12:30:00,70.6,110.0,97,0,0,0,0
2026-01-01 12:35:00,80.03999999999999,92.0,97,0,0,0,0
2026-01-01 12:40:00,80.06,90.0,97,0,0,0,0
2026-01-01 12:45:00,75.72999999999999,87.0,97,0,0,0,0
2026-01-01 12:50:00,78.82000000000001,88.0,97,0,0,0,0
2026-01-01 12:55:00,71.8,101.0,97,0,0,0,0
2026-01-01 13:00:00,75.62,90.0,97,0,0,0,0
2026-01-01 13:05:00,76.02000000000001,98.0,97,0,0,0,0
2026-01-01 13:10:00,72.7,101.0,97,0,0,0,0
2026-01-01 13:15:00,92.87,95.0,97,0,0,0,0
2026-01-01 13:20:00,74.4,92.0,97,0,0,0,0
2026-01-01 13:25:00,88.73,113.0,97,0,0,0,0
2026-01-01 13:30:00,78.3,85.0,97,0,0,0,0
2026-01-01 13:35:00,76.3,100.0,97,0,0,0,0
2026-01-01 13:40:00,78.82000000000001,105.0,97,0,0,0,0
2026-01-01 13:45:00,77.85999999999999,95.0,97,0,0,0,0
2026-01-01 13:50:00,68.5,114.0,97,0,0,0,0
2026-01-01 13:55:00,77.5,108.0,97,0,0,0,0
2026-01-01 14:00:00,77.72999999999999,110.0,97,0,0,0,0
2026-01-01 14:05:00,92.42,100.0,97,0,0,0,0
2026-01-01 14:10:00,92.0,110.0,97,0,0,0,0
2026-01-01 14:15:00,74.9,113.5,97,0,0,0,0
2026-01-01 14:20:00,77.28,101.0,97,0,0,0,0
2026-01-01 14:25:00,79.66,99.0,97,0,0,0,0
2026-01-01 14:30:00,70.02000000000001,103.0,97,0,0,0,0
2026-01-01 14:35:00,79.3,96.0,97,0,0,0,0
2026-01-01 14:40:00,80.2,100.0,97,0,0,0,0
2026-01-01 14:45:00,80.39,96.0,97,0,0,0,0
2026-01-01 14:50:00,82.94,94.0,97,0,0,0,0
2026-01-01 14:55:00,76.66,90.0,97,0,0,0,0
2026-01-01 15:00:00,77.34,111.0,97,0,0,0,0
2026-01-01 15:05:00,78.6,86.0,97,0,0,0,0
2026-01-01 15:10:00,78.66,77.0,97,0,0,0,0
2026-01-01 15:15:00,76.32000000000001,108.0,97,0,0,0,0
2026-01-01 15:20:00,76.1,105.0,97,0,0,0,0
2026-01-01 15:25:00,74.66,101.0,97,0,0,0,0
2026-01-01 15:30:00,67.38,96.0,97,0,0,0,0
2026-01-01 15:35:00,73.2,95.0,97,0,0,0,0
2026-01-01 15:40:00,80.49,86.0,97,0,0,0,0
2026-01-01 15:45:00,70.03999999999999,97.0,97,0,0,0,0
2026-01-01 15:50:00,75.35999999999999,83.0,97,0,0,0,0
2026-01-01 15:55:00,79.7,123.0,97,0,0,0,0
2026-01-01 16:00:00,79.46,113.0,97,0,0,0,0
2026-01-01 16:05:00,76.76,99.0,97,0,0,0,0
2026-01-01 16:10:00,73.7,106.0,97,0,0,0,0
2026-01-01 16:15:00,67.27000000000001,92.0,97,0,0,0,0
2026-01-01 16:20:00,74.5,112.0,97,0,0,0,0
2026-01-01 16:25:00,76.62,96.0,97,0,0,0,0
2026-01-01 16:30:00,67.2,92.0,97,0,0,0,0
2026-01-01 16:35:00,75.86999999999999,99.0,97,0,0,0,0
2026-01-01 16:40:00,79.02000000000001,87.0,97,0,0,0,0
2026-01-01 16:45:00,78.9,115.0,97,0,0,0,0
2026-01-01 16:50:00,78.71000000000001,97.0,97,0,0,0,0
2026-01-01 16:55:00,73.66,91.0,97,0,0,0,0
2026-01-01 17:00:00,81.06,112.0,97,0,0,0,0
2026-01-01 17:05:00,75.3,106.5,97,0,0,0,0
2026-01-01 17:10:00,72.82000000000001,85.5,97,0,0,0,0
2026-01-01 17:15:00,75.26,97.0,97,0,0,0,0
2026-01-01 17:20:00,78.34,95.0,97,0,0,0,0
2026-01-01 17:25:00,83.72,102.0,97,0,0,0,0
2026-01-01 17:30:00,74.97999999999999,118.5,97,0,0,0,0
2026-01-01 17:35:00,76.02000000000001,100.0,97,0,0,0,0
2026-01-01 17:40:00,70.16,106.0,97,0,0,0,0
2026-01-01 17:45:00,72.8,88.0,97,0,0,0,0
2026-01-01 17:50:00,75.34,115.0,97,0,0,0,0
2026-01-01 17:55:00,74.78,97.0,97,0,0,0,0
2026-01-01 18:00:00,77.3,116.0,97,0,0,0,0
2026-01-01 18:05:00,76.96000000000001,88.0,97,0,0,0,0
2026-01-01 18:10:00,94.54,97.0,97,0,0,0,0
2026-01-01 18:15:00,74.59,111.0,97,0,0,0,0
2026-01-01 18:20:00,76.86,94.0,97,0,0,0,0
2026-01-01 18:25:00,74.7,95.5,97,0,0,0,0
2026-01-01 18:30:00,76.65,95.0,97,0,0,0,0
2026-01-01 18:35:00,83.5,99.0,97,0,0,0,0
2026-01-01 18:40:00,80.51,91.0,97,0,0,0,0
2026-01-01 18:45:00,72.86,76.0,97,0,0,0,0
2026-01-01 18:50:00,79.1,102.0,97,0,0,0,0
2026-01-01 18:55:00,81.95,102.0,97,0,0,0,0
2026-01-01 19:00:00,76.4,103.0,97,0,0,0,0
2026-01-01 19:05:00,72.16,99.0,97,0,0,0,0
2026-01-01 19:10:00,91.53999999999999,106.0,97,0,0,0,0
2026-01-01 19:15:00,80.17999999999999,113.0,97,0,0,0,0
2026-01-01 19:20:00,80.28,91.0,97,0,0,0,0
2026-01-01 19:25:00,84.34,97.0,97,0,0,0,0
2026-01-01 19:30:00,75.52000000000001,90.0,97,0,0,0,0
2026-01-01 19:35:00,68.36,95.0,97,0,0,0,0
2026-01-01 19:40:00,74.85999999999999,96.0,97,0,0,0,0
2026-01-01 19:45:00,73.9,109.0,97,0,0,0,0
2026-01-01 19:50:00,73.19,93.0,97,0,0,0,0
2026-01-01 19:55:00,79.08,95.0,97,0,0,0,0
2026-01-01 20:00:00,76.53999999999999,101.0,97,0,0,0,0
2026-01-01 20:05:00,73.44,108.0,97,0,0,0,0
2026-01-01 20:10:00,71.72,91.0,97,0,0,0,0
2026-01-01 20:15:00,76.80999999999999,100.0,97,0,0,0,0
2026-01-01 20:20:00,74.97999999999999,120.0,97,0,0,0,0
2026-01-01 20:25:00,79.83,100.0,97,0,0,0,0
2026-01-01 20:30:00,74.6,105.5,97,0,0,0,0
2026-01-01 20:35:00,82.94,84.0,97,0,0,0,0
2026-01-01 20:40:00,70.47999999999999,103.0,97,0,0,0,0
2026-01-01 20:45:00,69.76,94.0,97,0,0,0,0
2026-01-01 20:50:00,76.24,103.0,97,0,0,0,0
2026-01-01 20:55:00,75.22,90.0,97,0,0,0,0
2026-01-01 21:00:00,74.8,101.0,97,0,0,0,0
2026-01-01 21:05:00,71.92,113.5,97,0,0,0,0
2026-01-01 21:10:00,77.42,96.0,97,0,0,0,0
2026-01-01 21:15:00,79.35999999999999,107.0,97,0,0,0,0
2026-01-01 21:20:00,76.4,82.0,97,0,0,0,0
2026-01-01 21:25:00,65.56,104.5,97,0,0,0,0
2026-01-01 21:30:00,81.08,101.0,97,0,0,0,0
2026-01-01 21:35:00,95.03,123.0,97,0,0,0,0
2026-01-01 21:40:00,76.39,93.0,97,0,0,0,0
2026-01-01 21:45:00,76.08,103.5,97,0,0,0,0
2026-01-01 21:50:00,79.4,104.0,97,0,0,0,0
2026-01-01 21:55:00,69.44,101.0,97,0,0,0,0
2026-01-01 22:00:00,75.41,103.0,97,0,0,0,0
2026-01-01 22:05:00,69.12,111.0,97,0,0,0,0
2026-01-01 22:10:00,81.67999999999999,91.0,97,0,0,0,0
2026-01-01 22:15:00,72.66,104.0,97,0,0,0,0
2026-01-01 22:20:00,79.38,102.0,97,0,0,0,0
2026-01-01 22:25:00,67.5,103.0,97,0,0,0,0
2026-01-01 22:30:00,71.4,112.0,97,0,0,0,0
2026-01-01 22:35:00,68.53999999999999,90.0,97,0,0,0,0
2026-01-01 22:40:00,76.46000000000001,92.0,97,0,0,0,0
2026-01-01 22:45:00,71.08,89.0,97,0,0,0,0
2026-01-01 22:50:00,77.32000000000001,105.0,97,0,0,0,0
2026-01-01 22:55:00,77.2,99.0,97,0,0,0,0
2026-01-01 23:00:00,57.81,0.0,97,0,1,1,1
2026-01-01 23:05:00,59.160000000000004,0.0,97,0,1,1,1
2026-01-01 23:10:00,59.67999999999999,0.0,97,0,1,1,1
2026-01-01 23:15:00,60.42,0.0,97,0,1,1,1
2026-01-01 23:20:00,55.720000000000006,0.0,97,0,1,1,1
2026-01-01 23:25:00,56.8,0.0,97,0,1,1,1
2026-01-01 23:30:00,62.7,0.0,97,0,1,1,1
2026-01-01 23:35:00,57.9,0.0,97,0,1,1,1
2026-01-01 23:40:00,59.660000000000004,0.0,97,0,1,1,1
2026-01-01 23:45:00,57.1,0.0,97,0,1,1,1
2026-01-01 23:50:00,56.92,0.0,97,0,1,1,1
2026-01-01 23:55:00,76.88,0.0,97,0,1,1,1
2026-01-02 00:00:00,57.779999999999994,0.0,97,0,0,0,0
2026-01-02 00:05:00,58.08,0.0,97,0,0,0,0
2026-01-02 00:10:00,58.029999999999994,0.0,97,0,0,0,0
2026-01-02 00:15:00,59.970000000000006,0.0,97,0,0,0,0
2026-01-02 00:20:00,61.82000000000001,0.0,97,0,0,0,0
2026-01-02 00:25:00,60.279999999999994,0.0,97,0,0,0,0
2026-01-02 00:30:00,64.92999999999999,0.0,97,0,0,0,0
2026-01-02 00:35:00,61.64,0.0,97,0,0,0,0
2026-01-02 00:40:00,59.7,0.0,97,0,0,0,0
2026-01-02 00:45:00,79.77,0.0,97,0,0,0,0
2026-01-02 00:50:00,59.220000000000006,0.0,97,0,0,0,0
2026-01-02 00:55:00,60.160000000000004,0.0,97,0,0,0,0
2026-01-02 01:00:00,64.9,0.0,97,0,0,0,0
2026-01-02 01:05:00,57.64,0.0,97,0,0,0,0
2026-01-02 01:10:00,59.0,0.0,97,0,0,0,0
2026-01-02 01:15:00,60.220000000000006,0.0,97,0,0,0,0
2026-01-02 01:20:00,53.36,0.0,97,0,0,0,0
2026-01-02 01:25:00,58.77,0.0,97,0,0,0,0
2026-01-02 01:30:00,61.720000000000006,0.0,97,0,0,0,0
2026-01-02 01:35:00,57.58,0.0,97,0,0,0,0
2026-01-02 01:40:00,57.5,0.0,97,0,0,0,0
2026-01-02 01:45:00,61.8,0.0,97,0,0,0,0
2026-01-02 01:50:00,63.44,0.0,97,0,0,0,0
2026-01-02 01:55:00,60.82000000000001,0.0,97,0,0,0,0
2026-01-02 02:00:00,57.3,0.0,97,0,0,0,0
2026-01-02 02:05:00,61.7,0.0,97,0,0,0,0
2026-01-02 02:10:00,81.17999999999999,0.0,97,0,0,0,0
2026-01-02 02:15:00,59.94,0.0,97,0,0,0,0
2026-01-02 02:20:00,60.06,0.0,97,0,0,0,0
2026-01-02 02:25:00,57.98,0.0,97,0,0,0,0
2026-01-02 02:30:00,81.22,0.0,97,0,0,0,0
2026-01-02 02:35:00,58.6,0.0,97,0,0,0,0
2026-01-02 02:40:00,57.59000000000001,0.0,97,0,0,0,0
2026-01-02 02:45:00,57.3,0.0,97,0,0,0,0
2026-01-02 02:50:00,61.339999999999996,0.0,97,0,0,0,0
2026-01-02 02:55:00,58.92,0.0,97,0,0,0,0
2026-01-02 03:00:00,64.14,0.0,97,0,0,0,0
2026-01-02 03:05:00,56.6,0.0,97,0,0,0,0
2026-01-02 03:10:00,61.0,0.0,97,0,0,0,0
2026-01-02 03:15:00,59.52,0.0,97,0,0,0,0
2026-01-02 03:20:00,65.8,0.0,97,0,0,0,0
2026-01-02 03:25:00,60.8,0.0,97,0,0,0,0
2026-01-02 03:30:00,62.6,0.0,97,0,0,0,0
2026-01-02 03:35:00,62.379999999999995,0.0,97,0,0,0,0
2026-01-02 03:40:00,58.120000000000005,0.0,97,0,0,0,0
2026-01-02 03:45:00,62.08,0.0,97,0,0,0,0
2026-01-02 03:50:00,58.98,0.0,97,0,0,0,0
2026-01-02 03:55:00,58.0,0.0,97,0,0,0,0
2026-01-02 04:00:00,58.58,0.0,97,0,0,0,0
2026-01-02 04:05:00,55.48,0.0,97,0,0,0,0
2026-01-02 04:10:00,55.279999999999994,0.0,97,0,0,0,0
2026-01-02 04:15:00,60.46,0.0,97,0,0,0,0
2026-01-02 04:20:00,59.46,0.0,97,0,0,0,0
2026-01-02 04:25:00,58.339999999999996,0.0,97,0,0,0,0
2026-01-02 04:30:00,62.0,0.0,97,0,0,0,0
2026-01-02 04:35:00,60.08,0.0,97,0,0,0,0
2026-01-02 04:40:00,60.6,0.0,97,0,0,0,0
2026-01-02 04:45:00,64.74,0.0,97,0,0,0,0
2026-01-02 04:50:00,63.4,0.0,97,0,0,0,0
2026-01-02 04:55:00,64.12,0.0,97,0,0,0,0
2026-01-02 05:00:00,60.52,0.0,97,0,0,0,0
2026-01-02 05:05:00,59.94000000000001,0.0,97,0,0,0,0
2026-01-02 05:10:00,61.5,0.0,97,0,0,0,0
2026-01-02 05:15:00,60.2,0.0,97,0,0,0,0
2026-01-02 05:20:00,79.14,0.0,97,0,0,0,0
2026-01-02 05:25:00,61.6,0.0,97,0,0,0,0
2026-01-02 05:30:00,59.86,0.0,97,0,0,0,0
2026-01-02 05:35:00,63.779999999999994,0.0,97,0,0,0,0
2026-01-02 05:40:00,62.879999999999995,0.0,97,0,0,0,0
2026-01-02 05:45:00,61.510000000000005,0.0,97,0,0,0,0
2026-01-02 05:50:00,60.56,0.0,97,0,0,0,0
2026-01-02 05:55:00,63.160000000000004,0.0,97,0,0,0,0
2026-01-02 06:00:00,71.5,85.0,97,0,1,1,1
2026-01-02 06:05:00,76.27000000000001,100.0,97,0,1,1,1
2026-01-02 06:10:00,77.7,101.0,97,0,1,1,1
2026-01-02 06:15:00,69.21000000000001,115.0,97,0,0,0,0
2026-01-02 06:20:00,73.25,123.0,97,0,0,0,0
2026-01-02 06:25:00,76.1,86.0,97,0,0,0,0
2026-01-02 06:30:00,77.52000000000001,101.0,97,0,0,0,0
2026-01-02 06:35:00,73.54,105.0,97,0,0,0,0
2026-01-02 06:40:00,71.3,124.5,97,0,1,1,1
2026-01-02 06:45:00,76.24,113.0,97,0,1,1,1
2026-01-02 06:50:00,77.97999999999999,89.0,97,0,1,1,1
2026-01-02 06:55:00,79.60999999999999,129.0,97,0,0,0,0
2026-01-02 07:00:00,76.62,109.0,97,0,0,0,0
2026-01-02 07:05:00,77.92999999999999,111.0,97,0,0,0,0
2026-01-02 07:10:00,75.74,84.0,97,0,0,0,0
2026-01-02 07:15:00,72.02000000000001,98.0,97,0,0,0,0
2026-01-02 07:20:00,91.92,105.0,97,0,0,0,0
2026-01-02 07:25:00,74.04,96.5,97,0,0,0,0
2026-01-02 07:30:00,74.64,104.0,97,0,0,0,0
2026-01-02 07:35:00,76.96000000000001,115.0,97,0,0,0,0
2026-01-02 07:40:00,77.88,86.0,97,0,0,0,0
2026-01-02 07:45:00,67.63,88.0,97,0,0,0,0
2026-01-02 07:50:00,80.3,97.5,97,0,0,0,0
2026-01-02 07:55:00,71.1,92.0,97,0,0,0,0
2026-01-02 08:00:00,73.66,90.0,97,0,0,0,0
2026-01-02 08:05:00,73.92,99.5,97,0,0,0,0
2026-01-02 08:10:00,77.17999999999999,83.0,97,0,0,0,0
2026-01-02 08:15:00,76.6,88.0,97,0,0,0,0
2026-01-02 08:20:00,75.78,113.0,97,0,0,0,0
2026-01-02 08:25:00,76.67999999999999,96.0,97,0,0,0,0
2026-01-02 08:30:00,70.74,89.0,97,0,0,0,0
2026-01-02 08:35:00,80.84,100.0,97,0,0,0,0
2026-01-02 08:40:00,78.14,107.0,97,0,0,0,0
2026-01-02 08:45:00,87.5,91.5,97,0,0,0,0
2026-01-02 08:50:00,72.58,83.0,97,0,0,0,0
2026-01-02 08:55:00,77.12,87.0,97,0,0,0,0
2026-01-02 09:00:00,73.14,97.0,97,0,0,0,0
2026-01-02 09:05:00,77.47999999999999,94.0,97,0,0,0,0
2026-01-02 09:10:00,81.08,116.0,97,0,0,0,0
2026-01-02 09:15:00,74.74,111.0,97,0,0,0,0
