timestamp,heart_rate,steps,sleep_hours
2026-01-01 01:08:00,59.8,0.0,5.64
2026-01-01 01:09:00,57.9,0.0,6.33
2026-01-01 01:10:00,56.4,0.0,6.6
2026-01-01 01:11:00,57.4,0.0,7.22
2026-01-01 01:12:00,56.9,0.0,6.79
2026-01-01 01:13:00,54.9,0.0,6.98
2026-01-01 01:14:00,62.9,0.0,5.68
2026-01-01 01:15:00,63.6,0.0,7.38
2026-01-01 01:16:00,58.6,0.0,7.29
2026-01-01 01:17:00,70.3,0.0,7.11
2026-01-01 01:18:00,66.5,0.0,5.6
2026-01-01 01:19:00,62.8,0.0,6.75
2026-01-01 01:20:00,64.3,0.0,6.39
2026-01-01 01:21:00,53.3,0.0,7.23
2026-01-01 01:22:00,65.9,0.0,7.68
2026-01-01 01:23:00,56.5,0.0,6.9
2026-01-01 01:24:00,68.8,0.0,7.71
2026-01-01 01:25:00,73.9,0.0,6.94
2026-01-01 01:26:00,71.6,0.0,7.37
2026-01-01 01:27:00,149.0,0.0,6.71
2026-01-01 01:28:00,63.8,0.0,5.73
2026-01-01 01:29:00,64.1,0.0,6.28
2026-01-01 01:30:00,58.3,0.0,6.27
2026-01-01 01:31:00,62.7,0.0,6.98
2026-01-01 01:32:00,55.8,0.0,7.84
2026-01-01 01:33:00,,,7.22
2026-01-01 01:34:00,63.7,0.0,6.36
2026-01-01 01:35:00,66.4,0.0,6.39
2026-01-01 01:36:00,60.3,0.0,5.62
2026-01-01 01:37:00,57.6,0.0,7.41
2026-01-01 01:38:00,,0.0,6.84
2026-01-01 01:39:00,56.7,0.0,6.62
2026-01-01 01:40:00,59.3,0.0,5.68
2026-01-01 01:41:00,63.9,0.0,7.96
2026-01-01 01:42:00,62.0,0.0,6.89
2026-01-01 01:43:00,61.2,0.0,5.85
2026-01-01 01:44:00,63.5,0.0,5.74
2026-01-01 01:45:00,59.4,0.0,6.86
2026-01-01 01:46:00,63.5,0.0,6.82
2026-01-01 01:47:00,61.1,0.0,6.02
2026-01-01 01:48:00,60.9,0.0,7.16
2026-01-01 01:49:00,56.3,0.0,5.91
2026-01-01 01:50:00,58.3,0.0,7.34
2026-01-01 01:51:00,50.6,0.0,7.0
2026-01-01 01:52:00,55.7,0.0,5.93
2026-01-01 01:53:00,65.3,0.0,7.16
2026-01-01 01:54:00,,0.0,5.9
2026-01-01 01:55:00,61.9,0.0,6.56
2026-01-01 01:56:00,55.8,0.0,6.12
2026-01-01 01:57:00,64.4,0.0,7.7
2026-01-01 01:58:00,62.3,0.0,7.73
2026-01-01 01:59:00,53.8,0.0,5.72
2026-01-01 02:00:00,64.8,0.0,6.48
2026-01-01 02:01:00,66.4,0.0,7.06
2026-01-01 02:02:00,,0.0,6.21
2026-01-01 02:03:00,58.7,0.0,7.3
2026-01-01 02:04:00,55.0,0.0,6.76
2026-01-01 02:05:00,64.2,0.0,6.31
2026-01-01 02:06:00,147.6,0.0,6.34
2026-01-01 02:07:00,60.1,0.0,6.8
2026-01-01 02:08:00,,0.0,6.64
2026-01-01 02:09:00,59.3,0.0,7.81
2026-01-01 02:10:00,66.6,0.0,5.56
2026-01-01 02:11:00,71.0,0.0,6.05
2026-01-01 02:12:00,66.5,0.0,6.57
2026-01-01 02:13:00,64.3,0.0,5.5
2026-01-01 02:14:00,57.6,0.0,7.84
2026-01-01 02:15:00,56.9,0.0,6.16
2026-01-01 02:16:00,56.4,0.0,5.59
2026-01-01 02:17:00,58.3,0.0,5.77
2026-01-01 02:18:00,57.8,0.0,7.3
2026-01-01 02:19:00,63.2,0.0,5.55
2026-01-01 02:20:00,52.6,0.0,6.06
2026-01-01 02:21:00,58.1,0.0,6.79
2026-01-01 02:22:00,50.3,0.0,6.13
2026-01-01 02:23:00,64.5,0.0,6.45
2026-01-01 02:24:00,58.2,0.0,6.53
2026-01-01 02:25:00,68.6,0.0,7.64
2026-01-01 02:26:00,63.6,0.0,7.86
2026-01-01 02:27:00,50.4,0.0,5.74
2026-01-01 02:28:00,53.3,0.0,6.0
2026-01-01 02:29:00,58.0,0.0,7.69
2026-01-01 02:30:00,71.2,0.0,5.9
2026-01-01 02:31:00,55.3,0.0,7.23
2026-01-01 02:32:00,61.0,0.0,6.46
2026-01-01 02:33:00,65.3,0.0,6.6
2026-01-01 02:34:00,66.6,0.0,5.67
2026-01-01 02:35:00,59.3,0.0,7.04
2026-01-01 02:36:00,54.8,0.0,7.58
2026-01-01 02:37:00,59.9,0.0,5.53
2026-01-01 02:38:00,64.9,0.0,6.26
2026-01-01 02:39:00,63.3,,6.24
2026-01-01 02:40:00,51.0,0.0,6.74
2026-01-01 02:41:00,52.1,0.0,6.08
2026-01-01 02:42:00,52.6,0.0,5.84
2026-01-01 02:43:00,65.1,0.0,7.93
2026-01-01 02:44:00,53.7,0.0,5.98
2026-01-01 02:45:00,53.1,0.0,5.52
2026-01-01 02:46:00,60.4,0.0,7.6
2026-01-01 02:47:00,64.9,0.0,6.86
2026-01-01 02:48:00,67.9,0.0,7.13
2026-01-01 02:49:00,53.9,0.0,5.61
2026-01-01 02:50:00,70.8,0.0,5.64
2026-01-01 02:51:00,50.7,0.0,7.72
2026-01-01 02:52:00,57.5,0.0,5.76
2026-01-01 02:53:00,62.8,0.0,6.49
2026-01-01 02:54:00,54.6,0.0,6.29
2026-01-01 02:55:00,58.4,0.0,6.76
2026-01-01 02:56:00,57.7,0.0,7.5
2026-01-01 02:57:00,45.6,0.0,7.62
2026-01-01 02:58:00,51.5,0.0,7.27
2026-01-01 02:59:00,59.7,0.0,7.71
2026-01-01 03:00:00,56.4,0.0,6.94
2026-01-01 03:01:00,55.6,0.0,7.51
2026-01-01 03:02:00,57.7,0.0,5.61
2026-01-01 03:03:00,66.4,0.0,6.73
2026-01-01 03:04:00,65.1,0.0,7.7
2026-01-01 03:05:00,48.2,0.0,5.62
2026-01-01 03:06:00,64.0,0.0,5.51
2026-01-01 03:07:00,54.4,0.0,5.8
2026-01-01 03:08:00,68.8,0.0,5.78
2026-01-01 03:09:00,54.7,0.0,7.28
2026-01-01 03:10:00,63.3,0.0,5.95
2026-01-01 03:11:00,57.8,0.0,7.66
2026-01-01 03:12:00,62.0,0.0,7.43
2026-01-01 03:13:00,58.0,0.0,7.42
2026-01-01 03:14:00,53.9,0.0,6.99
2026-01-01 03:15:00,55.8,0.0,5.8
2026-01-01 03:16:00,51.0,0.0,6.77
2026-01-01 03:17:00,65.5,0.0,6.69
2026-01-01 03:18:00,63.8,0.0,6.41
2026-01-01 03:19:00,61.3,0.0,5.91
2026-01-01 03:20:00,61.7,0.0,6.45
2026-01-01 03:21:00,55.1,0.0,7.32
2026-01-01 03:22:00,60.8,0.0,7.83
2026-01-01 03:23:00,56.8,0.0,5.64
2026-01-01 03:24:00,70.2,0.0,7.73
2026-01-01 03:25:00,61.8,0.0,7.58
2026-01-01 03:26:00,56.1,0.0,5.88
2026-01-01 03:27:00,58.1,0.0,6.67
2026-01-01 03:28:00,59.6,0.0,7.0
2026-01-01 03:29:00,57.7,0.0,7.74
2026-01-01 03:30:00,54.8,,7.96
2026-01-01 03:31:00,62.1,0.0,7.76
2026-01-01 03:32:00,64.1,0.0,6.79
2026-01-01 03:33:00,64.5,0.0,7.27
2026-01-01 03:34:00,63.3,0.0,6.0
2026-01-01 03:35:00,54.9,0.0,6.05
2026-01-01 03:36:00,63.3,0.0,6.6
2026-01-01 03:37:00,,0.0,6.63
2026-01-01 03:38:00,62.3,0.0,7.48
2026-01-01 03:39:00,64.9,0.0,6.07
2026-01-01 03:40:00,56.4,0.0,6.19
2026-01-01 03:41:00,58.3,,6.18
2026-01-01 03:42:00,64.4,0.0,6.02
2026-01-01 03:43:00,,0.0,5.76
2026-01-01 03:44:00,56.9,0.0,7.3
2026-01-01 03:45:00,61.4,0.0,7.81
2026-01-01 03:46:00,66.5,0.0,6.92
2026-01-01 03:47:00,56.5,0.0,6.14
2026-01-01 03:48:00,70.4,0.0,7.23
2026-01-01 03:49:00,56.1,0.0,6.05
2026-01-01 03:50:00,59.2,0.0,7.19
2026-01-01 03:51:00,67.7,0.0,7.04
2026-01-01 03:52:00,60.0,0.0,6.64
2026-01-01 03:53:00,64.9,0.0,7.6
2026-01-01 03:54:00,52.9,0.0,7.5
2026-01-01 03:55:00,57.6,0.0,6.52
2026-01-01 03:56:00,60.7,0.0,7.57
2026-01-01 03:57:00,52.3,0.0,7.52
2026-01-01 03:58:00,53.6,0.0,6.38
2026-01-01 03:59:00,63.6,0.0,5.77
2026-01-01 04:00:00,58.6,0.0,7.49
2026-01-01 04:01:00,57.5,0.0,7.64
2026-01-01 04:02:00,57.8,0.0,6.37
2026-01-01 04:03:00,69.0,0.0,5.75
2026-01-01 04:04:00,64.9,0.0,7.27
2026-01-01 04:05:00,63.1,0.0,6.49
2026-01-01 04:06:00,59.4,0.0,6.34
2026-01-01 04:07:00,52.1,0.0,6.88
2026-01-01 04:08:00,59.9,0.0,7.08
2026-01-01 04:09:00,58.3,0.0,6.33
2026-01-01 04:10:00,51.3,0.0,6.62
2026-01-01 04:11:00,69.5,,6.54
2026-01-01 04:12:00,64.5,0.0,7.33
2026-01-01 04:13:00,62.5,0.0,6.12
2026-01-01 04:14:00,51.0,,7.02
2026-01-01 04:15:00,65.9,0.0,6.72
2026-01-01 04:16:00,58.2,0.0,6.28
2026-01-01 04:17:00,57.7,0.0,5.76
2026-01-01 04:18:00,62.0,0.0,7.21
2026-01-01 04:19:00,60.7,0.0,7.32
2026-01-01 04:20:00,70.5,0.0,5.63
2026-01-01 04:21:00,53.1,0.0,7.94
2026-01-01 04:22:00,58.7,0.0,6.83
2026-01-01 04:23:00,53.3,0.0,6.96
2026-01-01 04:24:00,53.7,0.0,7.54
2026-01-01 04:25:00,62.2,0.0,6.74
2026-01-01 04:26:00,60.0,0.0,7.36
2026-01-01 04:27:00,67.8,0.0,6.26
2026-01-01 04:28:00,55.1,0.0,7.93
2026-01-01 04:29:00,68.6,0.0,6.2
2026-01-01 04:30:00,56.7,0.0,7.33
2026-01-01 04:31:00,57.4,0.0,6.82
2026-01-01 04:32:00,55.6,0.0,6.22
2026-01-01 04:33:00,61.5,0.0,7.14
2026-01-01 04:34:00,63.7,0.0,6.21
2026-01-01 04:35:00,56.5,0.0,7.02
2026-01-01 04:36:00,67.4,0.0,7.93
2026-01-01 04:37:00,54.8,0.0,5.66
2026-01-01 04:38:00,60.2,0.0,6.49
2026-01-01 04:39:00,62.7,0.0,6.22
2026-01-01 04:40:00,64.8,0.0,5.8
2026-01-01 04:41:00,66.8,0.0,6.43
2026-01-01 04:42:00,58.8,0.0,7.88
2026-01-01 04:43:00,62.7,0.0,6.13
2026-01-01 04:44:00,62.9,0.0,6.84
2026-01-01 04:45:00,55.7,0.0,6.46
2026-01-01 04:46:00,58.9,0.0,6.51
2026-01-01 04:47:00,54.9,0.0,6.7
2026-01-01 04:48:00,57.5,0.0,6.44
2026-01-01 04:49:00,59.3,0.0,7.21
2026-01-01 04:50:00,,0.0,6.59
2026-01-01 04:51:00,57.5,0.0,7.51
2026-01-01 04:52:00,64.8,0.0,6.72
2026-01-01 04:53:00,53.0,0.0,6.22
2026-01-01 04:54:00,57.8,0.0,6.09
2026-01-01 04:55:00,57.0,0.0,7.84
2026-01-01 04:56:00,64.5,0.0,6.8
2026-01-01 04:57:00,58.4,0.0,6.49
2026-01-01 04:58:00,57.4,0.0,6.34
2026-01-01 04:59:00,53.8,0.0,6.29
2026-01-01 05:00:00,63.1,0.0,7.19
2026-01-01 05:01:00,51.6,,5.66
2026-01-01 05:02:00,63.3,0.0,5.98
2026-01-01 05:03:00,59.3,0.0,6.44
2026-01-01 05:04:00,57.2,0.0,7.16
2026-01-01 05:05:00,58.1,0.0,5.65
2026-01-01 05:06:00,58.4,0.0,6.26
2026-01-01 05:07:00,58.3,0.0,7.4
2026-01-01 05:08:00,49.6,0.0,5.54
2026-01-01 05:09:00,65.0,0.0,6.77
2026-01-01 05:10:00,54.3,0.0,6.91
2026-01-01 05:11:00,54.8,0.0,7.33
2026-01-01 05:12:00,58.6,0.0,7.68
2026-01-01 05:13:00,63.8,0.0,6.88
2026-01-01 05:14:00,61.2,0.0,6.4
2026-01-01 05:15:00,55.0,0.0,6.81
2026-01-01 05:16:00,67.0,0.0,6.01
2026-01-01 05:17:00,148.2,0.0,6.98
2026-01-01 05:18:00,69.1,0.0,5.74
2026-01-01 05:19:00,62.2,0.0,7.48
2026-01-01 05:20:00,62.4,0.0,7.07
2026-01-01 05:21:00,56.1,0.0,7.19
2026-01-01 05:22:00,139.7,0.0,5.56
2026-01-01 05:23:00,55.4,0.0,7.17
2026-01-01 05:24:00,64.0,0.0,6.04
2026-01-01 05:25:00,60.9,0.0,7.49
2026-01-01 05:26:00,53.7,0.0,7.8
2026-01-01 05:27:00,68.9,0.0,7.65
2026-01-01 05:28:00,60.2,0.0,6.13
2026-01-01 05:29:00,61.0,0.0,7.48
2026-01-01 05:30:00,62.8,0.0,5.71
2026-01-01 05:31:00,56.5,0.0,5.55
2026-01-01 05:32:00,66.5,0.0,7.54
2026-01-01 05:33:00,52.1,0.0,7.24
2026-01-01 05:34:00,63.0,0.0,6.36
2026-01-01 05:35:00,72.7,0.0,7.36
2026-01-01 05:36:00,50.7,0.0,6.77
2026-01-01 05:37:00,52.9,0.0,5.57
2026-01-01 05:38:00,64.5,,6.34
2026-01-01 05:39:00,51.3,0.0,7.62
2026-01-01 05:40:00,62.5,0.0,6.6
2026-01-01 05:41:00,60.1,0.0,7.23
2026-01-01 05:42:00,62.9,0.0,5.68
2026-01-01 05:43:00,56.7,0.0,7.6
2026-01-01 05:44:00,58.9,0.0,7.04
2026-01-01 05:45:00,60.3,0.0,7.57
2026-01-01 05:46:00,64.4,0.0,7.47
2026-01-01 05:47:00,54.9,0.0,6.04
2026-01-01 05:48:00,57.4,0.0,5.6
2026-01-01 05:49:00,57.5,0.0,6.34
2026-01-01 05:50:00,43.7,0.0,6.55
2026-01-01 05:51:00,66.0,0.0,6.18
2026-01-01 05:52:00,52.2,0.0,5.57
2026-01-01 05:53:00,67.8,0.0,6.25
2026-01-01 05:54:00,63.1,0.0,7.67
2026-01-01 05:55:00,62.1,0.0,6.74
2026-01-01 05:56:00,55.1,0.0,5.83
2026-01-01 05:57:00,63.3,0.0,6.6
2026-01-01 05:58:00,59.3,0.0,5.66
2026-01-01 05:59:00,60.6,0.0,7.76
2026-01-01 06:00:00,79.2,16.0,0.0
2026-01-01 06:01:00,87.3,18.0,0.0
2026-01-01 06:02:00,74.1,24.0,0.0
2026-01-01 06:03:00,78.2,21.0,0.0
2026-01-01 06:04:00,80.5,19.0,0.0
2026-01-01 06:05:00,71.8,22.0,0.0
2026-01-01 06:06:00,76.8,29.0,0.0
2026-01-01 06:07:00,75.1,20.0,0.0
2026-01-01 06:08:00,75.8,23.0,0.0
2026-01-01 06:09:00,68.8,17.0,0.0
2026-01-01 06:10:00,75.2,22.0,0.0
2026-01-01 06:11:00,79.0,15.0,0.0
2026-01-01 06:12:00,86.6,19.0,0.0
2026-01-01 06:13:00,82.7,25.0,0.0
2026-01-01 06:14:00,92.2,21.0,0.0
2026-01-01 06:15:00,68.9,31.0,0.0
2026-01-01 06:16:00,82.0,20.0,0.0
2026-01-01 06:17:00,76.5,15.0,0.0
2026-01-01 06:18:00,92.5,17.0,0.0
2026-01-01 06:19:00,68.5,21.0,0.0
2026-01-01 06:20:00,68.3,18.0,0.0
2026-01-01 06:21:00,70.2,12.0,0.0
2026-01-01 06:22:00,58.0,22.0,0.0
2026-01-01 06:23:00,70.8,15.0,0.0
2026-01-01 06:24:00,68.9,17.0,0.0
2026-01-01 06:25:00,76.2,27.0,0.0
2026-01-01 06:26:00,77.7,25.0,0.0
2026-01-01 06:27:00,90.0,18.0,0.0
2026-01-01 06:28:00,82.6,12.0,0.0
2026-01-01 06:29:00,70.4,12.0,0.0
2026-01-01 06:30:00,67.8,,0.0
2026-01-01 06:31:00,78.9,17.0,0.0
2026-01-01 06:32:00,64.4,15.0,0.0
2026-01-01 06:33:00,89.7,17.0,0.0
2026-01-01 06:34:00,,18.0,0.0
2026-01-01 06:35:00,71.2,16.0,0.0
2026-01-01 06:36:00,61.3,16.0,0.0
2026-01-01 06:37:00,85.8,22.0,0.0
2026-01-01 06:38:00,74.1,16.0,0.0
2026-01-01 06:39:00,84.9,14.0,0.0
2026-01-01 06:40:00,62.2,26.0,0.0
2026-01-01 06:41:00,70.2,12.0,0.0
2026-01-01 06:42:00,75.0,17.0,0.0
2026-01-01 06:43:00,75.4,24.0,0.0
2026-01-01 06:44:00,71.4,21.0,0.0
2026-01-01 06:45:00,80.0,14.0,0.0
2026-01-01 06:46:00,66.5,17.0,0.0
2026-01-01 06:47:00,73.9,12.0,0.0
2026-01-01 06:48:00,76.0,17.0,0.0
2026-01-01 06:49:00,79.1,11.0,0.0
2026-01-01 06:50:00,80.7,19.0,0.0
2026-01-01 06:51:00,66.0,21.0,0.0
2026-01-01 06:52:00,62.7,,0.0
2026-01-01 06:53:00,85.2,26.0,0.0
2026-01-01 06:54:00,77.7,15.0,0.0
2026-01-01 06:55:00,69.0,23.0,0.0
2026-01-01 06:56:00,87.4,20.0,0.0
2026-01-01 06:57:00,75.9,18.0,0.0
2026-01-01 06:58:00,84.4,19.0,0.0
2026-01-01 06:59:00,75.5,19.0,0.0
2026-01-01 07:00:00,91.5,,0.0
2026-01-01 07:01:00,89.0,30.0,0.0
2026-01-01 07:02:00,73.0,21.0,0.0
2026-01-01 07:03:00,82.8,20.0,0.0
2026-01-01 07:04:00,80.2,16.0,0.0
2026-01-01 07:05:00,85.9,18.0,0.0
2026-01-01 07:06:00,67.3,14.0,0.0
2026-01-01 07:07:00,80.5,15.0,0.0
2026-01-01 07:08:00,83.5,16.0,0.0
2026-01-01 07:09:00,60.9,,0.0
2026-01-01 07:10:00,65.5,21.0,0.0
2026-01-01 07:11:00,58.7,18.0,0.0
2026-01-01 07:12:00,72.8,,0.0
2026-01-01 07:13:00,80.7,21.0,0.0
2026-01-01 07:14:00,87.0,24.0,0.0
2026-01-01 07:15:00,75.6,22.0,0.0
2026-01-01 07:16:00,88.0,16.0,0.0
2026-01-01 07:17:00,64.0,16.0,0.0
2026-01-01 07:18:00,61.4,24.0,0.0
2026-01-01 07:19:00,74.6,23.0,0.0
2026-01-01 07:20:00,,19.0,0.0
2026-01-01 07:21:00,74.7,13.0,0.0
2026-01-01 07:22:00,58.5,28.0,0.0
2026-01-01 07:23:00,74.3,17.0,0.0
2026-01-01 07:24:00,64.6,20.0,0.0
2026-01-01 07:25:00,80.4,24.0,0.0
2026-01-01 07:26:00,77.9,20.0,0.0
2026-01-01 07:27:00,67.5,24.0,0.0
2026-01-01 07:28:00,70.9,25.0,0.0
2026-01-01 07:29:00,66.5,18.0,0.0
2026-01-01 07:30:00,74.5,21.0,0.0
2026-01-01 07:31:00,82.6,20.0,0.0
2026-01-01 07:32:00,67.1,10.0,0.0
2026-01-01 07:33:00,79.0,21.0,0.0
2026-01-01 07:34:00,70.8,25.0,0.0
2026-01-01 07:35:00,68.7,16.0,0.0
2026-01-01 07:36:00,74.1,23.0,0.0
2026-01-01 07:37:00,66.7,21.0,0.0
2026-01-01 07:38:00,70.6,15.0,0.0
2026-01-01 07:39:00,65.4,24.0,0.0
2026-01-01 07:40:00,90.7,23.0,0.0
2026-01-01 07:41:00,75.3,24.0,0.0
2026-01-01 07:42:00,69.4,22.0,0.0
2026-01-01 07:43:00,76.7,28.0,0.0
2026-01-01 07:44:00,74.1,11.0,0.0
2026-01-01 07:45:00,73.2,25.0,0.0
2026-01-01 07:46:00,159.3,24.0,0.0
2026-01-01 07:47:00,81.1,18.0,0.0
2026-01-01 07:48:00,70.8,31.0,0.0
2026-01-01 07:49:00,70.4,28.0,0.0
2026-01-01 07:50:00,72.8,21.0,0.0
2026-01-01 07:51:00,,,0.0
2026-01-01 07:52:00,62.9,23.0,0.0
2026-01-01 07:53:00,85.9,23.0,0.0
2026-01-01 07:54:00,88.2,18.0,0.0
2026-01-01 07:55:00,73.0,19.0,0.0
2026-01-01 07:56:00,79.6,18.0,0.0
2026-01-01 07:57:00,77.5,29.0,0.0
2026-01-01 07:58:00,99.6,18.0,0.0
2026-01-01 07:59:00,84.0,11.0,0.0
2026-01-01 08:00:00,74.0,15.0,0.0
2026-01-01 08:01:00,,19.0,0.0
2026-01-01 08:02:00,62.1,16.0,0.0
2026-01-01 08:03:00,76.6,22.0,0.0
2026-01-01 08:04:00,68.9,24.0,0.0
2026-01-01 08:05:00,63.6,24.0,0.0
2026-01-01 08:06:00,69.8,22.0,0.0
2026-01-01 08:07:00,66.3,19.0,0.0
2026-01-01 08:08:00,88.5,17.0,0.0
2026-01-01 08:09:00,82.1,17.0,0.0
2026-01-01 08:10:00,74.9,15.0,0.0
2026-01-01 08:11:00,86.8,19.0,0.0
2026-01-01 08:12:00,75.6,14.0,0.0
2026-01-01 08:13:00,68.1,20.0,0.0
2026-01-01 08:14:00,87.2,20.0,0.0
2026-01-01 08:15:00,79.3,21.0,0.0
2026-01-01 08:16:00,66.7,15.0,0.0
2026-01-01 08:17:00,73.5,21.0,0.0
2026-01-01 08:18:00,68.0,18.0,0.0
2026-01-01 08:19:00,63.9,25.0,0.0
2026-01-01 08:20:00,82.4,19.0,0.0
2026-01-01 08:21:00,90.3,24.0,0.0
2026-01-01 08:22:00,63.8,21.0,0.0
2026-01-01 08:23:00,79.5,16.0,0.0
2026-01-01 08:24:00,69.8,21.0,0.0
2026-01-01 08:25:00,71.1,20.0,0.0
2026-01-01 08:26:00,70.3,15.0,0.0
2026-01-01 08:27:00,68.1,19.0,0.0
2026-01-01 08:28:00,75.4,10.0,0.0
2026-01-01 08:29:00,68.4,23.0,0.0
2026-01-01 08:30:00,77.2,16.0,0.0
2026-01-01 08:31:00,74.6,16.0,0.0
2026-01-01 08:32:00,73.1,18.0,0.0
2026-01-01 08:33:00,67.7,25.0,0.0
2026-01-01 08:34:00,70.4,18.0,0.0
2026-01-01 08:35:00,162.4,24.0,0.0
2026-01-01 08:36:00,79.0,16.0,0.0
2026-01-01 08:37:00,67.2,19.0,0.0
2026-01-01 08:38:00,75.8,25.0,0.0
2026-01-01 08:39:00,81.0,18.0,0.0
2026-01-01 08:40:00,61.6,25.0,0.0
2026-01-01 08:41:00,79.3,19.0,0.0
2026-01-01 08:42:00,69.7,28.0,0.0
2026-01-01 08:43:00,79.6,28.0,0.0
2026-01-01 08:44:00,68.9,20.0,0.0
2026-01-01 08:45:00,60.6,20.0,0.0
2026-01-01 08:46:00,62.0,15.0,0.0
2026-01-01 08:47:00,75.4,23.0,0.0
2026-01-01 08:48:00,,19.0,0.0
2026-01-01 08:49:00,67.8,22.0,0.0
2026-01-01 08:50:00,80.1,,0.0
2026-01-01 08:51:00,61.7,19.0,0.0
2026-01-01 08:52:00,74.5,25.0,0.0
2026-01-01 08:53:00,65.3,18.0,0.0
2026-01-01 08:54:00,69.8,13.0,0.0
2026-01-01 08:55:00,75.4,19.0,0.0
2026-01-01 08:56:00,68.1,22.0,0.0
2026-01-01 08:57:00,71.9,19.0,0.0
2026-01-01 08:58:00,83.1,15.0,0.0
2026-01-01 08:59:00,70.4,21.0,0.0
2026-01-01 09:00:00,81.7,20.0,0.0
2026-01-01 09:01:00,66.0,31.0,0.0
2026-01-01 09:02:00,79.2,27.0,0.0
2026-01-01 09:03:00,86.5,22.0,0.0
2026-01-01 09:04:00,55.2,24.0,0.0
2026-01-01 09:05:00,68.6,22.0,0.0
2026-01-01 09:06:00,79.6,23.0,0.0
2026-01-01 09:07:00,73.4,20.0,0.0
2026-01-01 09:08:00,78.0,19.0,0.0
2026-01-01 09:09:00,70.2,27.0,0.0
2026-01-01 09:10:00,75.7,25.0,0.0
2026-01-01 09:11:00,73.8,20.0,0.0
2026-01-01 09:12:00,84.3,21.0,0.0
2026-01-01 09:13:00,77.0,9.0,0.0
2026-01-01 09:14:00,77.7,32.0,0.0
2026-01-01 09:15:00,,23.0,0.0
2026-01-01 09:16:00,71.1,22.0,0.0
2026-01-01 09:17:00,71.5,30.0,0.0
2026-01-01 09:18:00,78.2,24.0,0.0
2026-01-01 09:19:00,71.6,21.0,0.0
2026-01-01 09:20:00,77.3,23.0,0.0
2026-01-01 09:21:00,91.6,29.0,0.0
